Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,AvgMonthlySpend
19,0,36,8,10245,92,0,39,5,2,1,55,155.055,0,4.307083333333334
11,0,36,1,5628,97,17,21,2,1,1,25,334.125,1,9.28125
0,0,34,0,2650,21,0,11,3,1,1,30,106.84,0,3.142352941176471
7,1,35,0,2800,40,0,13,3,1,2,30,113.6,1,3.2457142857142856
7,0,36,0,2078,43,25,28,3,1,2,30,184.84,1,5.134444444444444
0,0,36,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,36,0,1478,24,0,3,3,1,1,30,60.08,0,1.6688888888888889
1,0,33,1,6595,96,5,19,5,1,1,55,107.865,0,3.2686363636363636
0,0,36,0,438,6,0,1,4,1,2,45,11.1,1,0.30833333333333335
0,0,36,1,0,0,0,0,5,1,1,55,0.0,0,0.0
23,0,31,3,15885,237,0,77,2,1,1,25,725.49,0,23.40290322580645
4,0,34,3,6775,115,262,30,2,2,1,25,1489.05,0,43.79558823529412
0,0,36,0,3528,81,0,25,2,1,1,25,162.405,0,4.51125
1,0,35,0,1475,43,29,17,3,1,2,30,176.72,0,5.049142857142857
4,0,36,0,2590,52,166,20,2,1,1,25,865.89,0,24.0525
2,0,27,1,1125,35,184,8,2,2,1,25,880.2,0,32.6
2,0,26,0,1378,38,21,65,4,1,1,45,87.9,0,3.380769230769231
9,0,27,0,510,24,1,4,2,1,2,25,28.53,0,1.0566666666666666
0,0,26,0,635,9,12,1,4,1,2,45,46.1,0,1.7730769230769232
8,0,25,0,1035,31,10,10,2,1,1,25,92.97,0,3.7188
0,0,25,0,3035,60,0,20,3,1,1,30,123.8,0,4.952
0,0,18,0,1505,25,19,11,2,1,1,25,154.35,0,8.575
14,0,17,1,6202,140,76,39,2,2,1,25,627.39,0,36.90529411764706
10,0,15,0,8742,170,64,37,4,1,1,45,382.8,0,25.52
6,0,16,3,2662,44,22,16,3,1,1,30,196.24,0,12.265
0,0,9,1,4200,39,206,7,3,1,1,30,993.56,0,110.39555555555555
1,0,9,1,1297,18,0,4,3,1,1,30,52.6,1,5.844444444444445
6,0,33,0,4370,65,0,16,2,1,1,25,199.575,0,6.047727272727272
0,0,34,0,318,4,0,3,2,1,2,25,14.49,0,0.4261764705882353
8,0,32,0,2453,54,351,23,2,1,1,25,1692.315,0,52.88484375
8,0,33,0,4198,60,0,34,1,1,1,15,234.19,0,7.096666666666667
1,0,33,0,2393,52,0,32,1,1,1,15,134.475,0,4.075
9,0,33,0,3775,76,24,27,2,1,1,25,281.295,0,8.52409090909091
2,0,33,0,2360,33,277,17,3,1,1,30,1203.72,0,36.47636363636364
11,0,32,1,9115,115,136,42,3,1,1,30,913.2,0,28.5375
5,0,33,0,13773,163,0,43,3,1,1,30,557.44,0,16.892121212121214
5,0,33,0,4515,77,0,24,3,1,1,30,183.68,0,5.566060606060606
4,0,33,0,5918,89,0,11,2,1,1,25,270.315,0,8.191363636363636
7,1,33,0,2238,48,0,16,3,1,2,30,91.44,0,2.770909090909091
23,0,33,2,15140,219,46,31,3,1,1,30,798.36,0,24.19272727272727
2,0,33,0,3095,21,475,7,3,1,1,30,2024.64,0,61.35272727272728
7,0,32,0,15485,176,142,29,2,1,1,25,1343.745,0,41.99203125
1,0,32,0,6500,80,178,25,3,1,1,30,975.2,0,30.475
0,0,32,0,875,8,0,10,2,1,2,25,39.735,0,1.24171875
0,0,33,0,710,8,5,7,2,1,2,25,54.81,0,1.660909090909091
0,0,32,0,0,0,0,0,2,1,2,25,0.0,1,0.0
1,0,32,0,7508,121,376,42,2,1,1,25,2035.305,0,63.60328125
5,0,32,0,11465,148,3,46,3,1,1,30,476.52,0,14.89125
6,0,32,0,6718,69,100,36,2,1,1,25,755.415,0,23.60671875
21,1,28,0,955,41,8,16,2,1,2,25,80.82,1,2.886428571428571
19,0,31,7,10435,87,0,41,4,1,1,45,263.05,0,8.485483870967743
11,0,31,0,5818,92,18,23,2,1,1,25,346.95,1,11.191935483870967
0,0,29,0,2840,16,0,13,3,1,1,30,114.24,0,3.939310344827586
7,1,30,0,2990,35,1,15,2,1,2,25,140.625,1,4.6875
7,1,31,0,2268,38,26,30,3,1,2,30,196.24,1,6.330322580645162
0,1,31,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,31,0,1668,19,0,5,3,1,1,30,67.48,0,2.176774193548387
1,0,28,0,6785,91,6,21,4,1,1,45,186.9,0,6.675
0,0,31,0,628,1,1,3,4,1,2,45,18.225,1,0.5879032258064517
0,0,31,0,338,5,0,1,4,1,1,45,8.575,0,0.27661290322580645
23,0,26,2,16075,232,0,79,2,1,1,25,733.815,0,28.223653846153848
4,0,29,2,6965,110,263,32,2,2,1,25,1501.875,0,51.78879310344828
0,0,31,0,3718,76,0,27,2,1,1,25,170.73,0,5.507419354838709
1,0,30,0,1665,38,30,19,3,1,2,30,188.12,0,6.270666666666667
4,0,31,0,2780,47,167,22,2,1,1,25,878.715,0,28.345645161290324
2,0,22,0,1315,30,185,10,2,2,1,25,893.025,0,40.592045454545456
2,0,21,0,1568,33,22,67,4,1,1,45,95.025,0,4.525
9,0,22,0,700,19,2,6,2,1,2,25,41.355,0,1.8797727272727272
0,0,21,0,825,4,13,2,4,1,2,45,53.225,0,2.5345238095238094
8,0,20,0,1225,26,11,12,2,1,1,25,105.795,0,5.28975
0,0,20,0,3225,55,0,22,3,1,1,30,131.2,0,6.56
0,0,13,0,1695,20,20,13,2,1,1,25,167.175,0,12.859615384615385
14,0,12,0,6392,135,77,41,1,2,1,15,782.485,0,65.20708333333333
10,0,10,0,8932,165,65,39,4,1,1,45,389.925,0,38.9925
6,0,11,2,2852,39,23,18,3,1,1,30,207.64,0,18.876363636363635
0,0,4,0,4390,34,207,9,3,1,1,30,1004.96,0,251.24
1,0,4,0,1487,13,0,6,2,1,1,25,67.5,1,16.875
10,0,43,1,4370,77,13,18,3,1,1,30,229.88,0,5.346046511627907
2,0,44,0,318,11,15,5,3,1,2,30,73.16,0,1.6627272727272726
12,0,42,1,2453,66,367,25,3,1,1,30,1568.76,0,37.35142857142857
12,0,43,1,4198,72,9,36,1,1,1,15,284.35,0,6.612790697674419
5,0,43,1,2393,64,10,34,2,1,1,25,155.565,0,3.6177906976744185
13,0,43,2,3775,88,40,29,3,1,1,30,314.52,0,7.314418604651163
6,0,43,1,2360,45,293,19,4,1,1,45,792.625,0,18.433139534883722
15,0,42,3,9115,127,152,44,3,1,1,30,977.68,0,23.278095238095236
9,0,43,1,13773,175,8,45,3,1,1,30,589.92,0,13.719069767441859
9,0,43,2,4515,89,10,26,3,1,1,30,224.16,0,5.213023255813954
8,0,43,1,5918,101,15,13,3,1,1,30,300.76,0,6.9944186046511625
11,1,43,0,2238,60,16,18,3,1,2,30,155.92,0,3.626046511627907
27,0,43,4,15140,231,62,33,3,1,1,30,862.84,0,20.066046511627906
6,0,43,2,3095,33,491,9,4,1,1,45,1305.7,0,30.365116279069767
11,0,42,1,15485,188,158,31,2,1,1,25,1416.285,0,33.72107142857143
5,0,42,2,6500,92,194,27,3,1,1,30,1039.68,0,24.754285714285714
2,0,42,0,875,20,8,12,2,1,2,25,76.275,0,1.8160714285714288
4,0,43,0,710,20,21,9,3,1,2,30,113.2,0,2.6325581395348836
0,0,42,0,0,0,8,0,2,1,2,25,36.0,1,0.8571428571428571
5,0,42,1,7508,133,392,44,3,1,1,30,1873.64,0,44.61047619047619
9,0,42,2,11465,160,19,48,4,1,1,45,338.125,0,8.050595238095237
10,0,42,2,6718,81,116,38,2,1,1,25,827.955,0,19.713214285714287
25,1,38,0,955,53,24,18,3,1,2,30,136.32,1,3.5873684210526315
23,0,41,9,10435,99,9,43,5,2,1,55,171.51,0,4.183170731707317
15,0,41,2,5818,104,34,25,3,1,1,30,372.88,0,9.094634146341463
3,0,39,1,2840,28,8,15,3,1,1,30,146.72,0,3.762051282051282
11,0,40,0,2990,47,17,17,3,1,2,30,189.48,1,4.737
11,1,41,0,2268,50,42,32,4,1,2,45,162.95,1,3.974390243902439
2,0,41,0,133,8,8,3,3,1,2,30,37.64,1,0.9180487804878049
3,0,41,1,1668,31,8,7,4,1,1,45,62.475,0,1.5237804878048782
5,0,38,2,6785,103,22,23,5,1,1,55,136.32,0,3.5873684210526315
2,0,41,0,628,13,17,5,4,1,2,45,58.525,1,1.427439024390244
2,0,41,2,338,10,12,3,5,1,1,55,23.22,0,0.5663414634146341
27,0,36,4,16075,244,8,81,2,1,1,25,770.355,0,21.39875
8,0,39,4,6965,122,279,34,3,2,1,30,1399.48,0,35.88410256410256
4,0,41,1,3718,88,10,29,3,1,1,30,192.24,0,4.688780487804879
5,0,40,0,1665,50,46,21,4,1,2,45,157.875,0,3.946875
8,0,41,1,2780,59,183,24,2,1,1,25,951.255,0,23.201341463414636
6,1,32,2,1315,42,201,12,3,2,1,30,858.28,1,26.82125
6,0,31,1,1568,45,38,69,5,1,1,55,81.195,0,2.6191935483870967
13,0,32,0,700,31,18,8,3,1,2,30,101.24,0,3.16375
2,0,31,0,825,16,29,4,4,1,2,45,93.525,0,3.016935483870968
12,0,30,1,1225,38,27,14,2,1,1,25,178.335,0,5.944500000000001
4,0,30,1,3225,67,16,24,3,1,1,30,195.68,0,6.522666666666667
4,0,23,1,1695,32,36,15,3,1,1,30,213.08,0,9.264347826086958
18,0,22,2,6392,147,93,43,2,2,1,25,712.755,0,32.397954545454546
14,0,20,1,8932,177,81,41,5,1,1,55,258.135,0,12.906749999999999
10,0,21,4,2852,51,39,20,3,1,1,30,272.12,0,12.958095238095238
4,0,14,2,4390,46,223,11,3,1,1,30,1069.44,0,76.38857142857144
5,1,14,2,1487,25,8,8,3,1,1,30,92.48,1,6.605714285714286
14,0,39,1,5080,82,30,17,3,1,1,30,326.48,0,8.371282051282051
6,0,40,0,1028,16,15,4,3,1,2,30,101.76,0,2.544
16,0,38,1,3163,71,367,24,3,1,1,30,1597.36,0,42.03578947368421
16,0,39,1,4908,77,9,35,1,1,1,15,323.675,0,8.299358974358976
9,0,39,1,3103,69,10,33,2,1,1,25,187.74,0,4.813846153846154
17,0,39,2,4485,93,40,28,3,1,1,30,343.12,0,8.797948717948717
10,0,39,1,3070,50,293,18,3,1,1,30,1296.8,0,33.25128205128205
19,0,38,3,9825,132,152,43,3,1,1,30,1006.28,0,26.481052631578947
13,0,39,1,14483,180,8,44,3,1,1,30,618.52,0,15.859487179487179
13,0,39,2,5225,94,10,25,3,1,1,30,252.76,0,6.48102564102564
12,0,39,1,6628,106,15,12,3,1,1,30,329.36,0,8.445128205128205
15,0,39,0,2948,65,16,17,3,1,2,30,184.52,0,4.731282051282052
31,1,39,4,15850,236,62,32,3,1,1,30,891.44,0,22.8574358974359
10,0,39,2,3805,38,491,8,3,1,1,30,2117.72,0,54.300512820512814
15,0,38,1,16195,193,158,30,2,1,1,25,1448.46,0,38.11736842105263
9,0,38,2,7210,97,194,26,3,1,1,30,1068.28,0,28.11263157894737
6,0,38,0,1585,25,8,11,2,1,2,25,108.45,0,2.8539473684210526
8,0,39,0,1420,25,21,8,3,1,2,30,141.8,0,3.6358974358974363
6,0,38,0,710,11,8,2,2,1,2,25,68.445,1,1.8011842105263156
9,0,38,1,8218,138,392,43,3,1,1,30,1902.24,0,50.05894736842105
13,0,38,2,12175,165,19,47,4,1,1,45,356.0,0,9.368421052631579
14,0,38,2,7428,86,116,37,2,1,1,25,860.13,0,22.635
29,1,34,0,1665,58,24,17,3,1,2,30,164.92,1,4.850588235294118
27,0,37,9,11145,104,9,42,5,2,1,55,182.235,0,4.92527027027027
19,0,37,2,6528,109,34,24,2,1,1,25,451.665,0,12.207162162162163
7,0,35,1,3550,33,8,14,3,1,1,30,175.32,0,5.009142857142857
15,1,36,0,3700,52,17,16,3,1,2,30,218.08,1,6.057777777777778
15,1,37,0,2978,55,42,31,3,1,2,30,289.32,1,7.819459459459459
6,0,37,0,843,13,8,2,3,1,2,30,66.24,1,1.7902702702702702
7,0,37,1,2378,36,8,6,4,1,1,45,80.35,0,2.1716216216216213
9,0,34,2,7495,108,22,22,5,1,1,55,147.045,0,4.32485294117647
6,1,37,0,1338,18,17,4,4,1,2,45,76.4,1,2.064864864864865
6,0,37,2,1048,15,12,2,5,1,1,55,33.945,0,0.9174324324324324
31,1,32,4,16785,249,8,80,2,1,1,25,802.53,0,25.0790625
12,1,35,4,7675,127,279,33,3,2,1,30,1428.08,0,40.80228571428571
8,0,37,1,4428,93,10,28,3,1,1,30,220.84,0,5.9686486486486485
9,0,36,0,2375,55,46,20,3,1,2,30,281.2,0,7.811111111111111
12,0,37,1,3490,64,183,23,2,1,1,25,983.43,0,26.579189189189186
10,0,28,2,2025,47,201,11,3,2,1,30,886.88,0,31.674285714285713
10,0,27,1,2278,50,38,68,4,1,1,45,153.2,0,5.674074074074074
17,0,28,0,1410,36,18,7,3,1,2,30,129.84,0,4.637142857142857
6,0,27,0,1535,21,29,3,4,1,2,45,111.4,0,4.125925925925926
16,0,26,1,1935,43,27,13,2,1,1,25,210.51,0,8.096538461538461
8,0,26,1,3935,72,16,23,3,1,1,30,224.28,0,8.626153846153846
8,0,19,1,2405,37,36,14,2,1,1,25,271.89,0,14.309999999999999
22,0,18,2,7102,152,93,42,2,2,1,25,744.93,0,41.385
18,0,16,1,9642,182,81,40,5,1,1,55,268.86,0,16.80375
14,0,17,4,3562,56,39,19,3,2,1,30,300.72,0,17.689411764705884
8,0,10,2,5100,51,223,10,3,1,1,30,1098.04,0,109.804
9,0,10,2,2197,30,8,7,3,1,1,30,121.08,1,12.108
2,0,37,0,3660,60,0,17,2,1,1,25,167.4,0,4.524324324324325
0,0,38,0,0,0,0,0,2,1,2,25,0.0,0,0.0
4,0,36,0,1743,49,334,24,2,1,1,25,1583.64,0,43.99
4,0,37,0,3488,55,0,35,1,1,1,15,194.865,0,5.2666216216216215
0,0,37,0,1683,47,0,33,1,1,1,15,95.15,0,2.5716216216216217
5,0,37,0,3065,71,7,28,3,1,1,30,153.44,0,4.147027027027027
0,0,37,0,1650,28,260,18,3,1,1,30,1107.12,0,29.92216216216216
7,0,36,1,8405,110,119,43,3,1,1,30,816.6,0,22.683333333333334
1,0,37,0,13063,158,0,44,3,1,1,30,528.84,0,14.292972972972974
1,0,37,0,3805,72,0,25,3,1,1,30,155.08,0,4.191351351351352
0,0,37,0,5208,84,0,12,2,1,1,25,238.14,0,6.4362162162162155
3,0,37,0,1528,43,0,17,3,1,2,30,62.84,0,1.6983783783783786
19,0,37,2,14430,214,29,32,3,1,1,30,701.76,0,18.966486486486485
0,0,37,0,2385,16,458,8,3,1,1,30,1928.04,0,52.10918918918919
3,0,36,0,14775,171,125,30,2,1,1,25,1235.07,0,34.3075
0,0,36,0,5790,75,161,26,3,1,1,30,878.6,0,24.405555555555555
0,0,36,0,165,3,0,11,2,1,2,25,7.56,0,0.21
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,36,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,36,0,6798,116,359,43,2,1,1,25,1926.63,0,53.517500000000005
1,0,36,0,10755,143,0,47,3,1,1,30,435.92,0,12.10888888888889
2,0,36,0,6008,64,83,37,2,1,1,25,646.74,0,17.965
17,0,32,0,245,36,0,17,2,1,2,25,12.645,1,0.39515625
15,0,35,7,9725,82,0,42,4,1,1,45,245.175,0,7.005
7,0,35,0,5108,87,1,24,2,1,1,25,238.275,1,6.807857142857143
0,0,33,0,2130,11,0,14,3,1,1,30,85.64,0,2.595151515151515
3,1,34,0,2280,30,0,16,2,1,2,25,103.95,1,3.057352941176471
3,0,35,0,1558,33,9,31,3,1,2,30,99.64,1,2.846857142857143
0,0,35,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,35,0,958,14,0,6,3,1,1,30,38.88,0,1.110857142857143
0,0,32,0,6075,86,0,22,4,1,1,45,154.025,0,4.81328125
0,0,35,0,0,0,0,0,4,1,2,45,0.0,1,0.0
0,0,35,0,0,0,0,0,5,1,1,55,0.0,0,0.0
19,0,30,2,15365,227,0,80,2,1,1,25,701.64,0,23.387999999999998
0,0,33,2,6255,105,246,33,2,2,1,25,1393.2,0,42.21818181818182
0,0,35,0,3008,71,0,28,2,1,1,25,138.555,0,3.958714285714286
0,0,34,0,955,33,13,20,3,1,2,30,91.52,0,2.6917647058823526
0,0,35,0,2070,42,150,23,2,1,1,25,770.04,0,22.001142857142856
0,0,26,0,605,25,168,11,2,2,1,25,784.35,0,30.167307692307695
0,0,25,0,858,28,5,68,4,1,1,45,34.65,0,1.386
0,0,26,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,25,0,0,0,0,0,4,1,2,45,0.0,0,0.0
4,0,24,0,515,21,0,13,2,1,1,25,24.12,0,1.0050000000000001
0,0,24,0,2515,50,0,23,3,1,1,30,102.6,0,4.2749999999999995
0,0,17,0,985,15,3,14,2,1,1,25,58.5,0,3.4411764705882355
10,0,16,0,5682,130,60,42,1,2,1,15,649.66,0,40.60375
6,0,14,0,8222,160,48,40,4,1,1,45,329.55,0,23.539285714285715
2,0,15,2,2142,34,6,19,3,1,1,30,111.04,0,7.402666666666667
0,0,8,0,3680,29,190,10,3,1,1,30,908.36,0,113.545
0,0,8,0,777,8,0,7,3,1,1,30,31.4,1,3.925
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0,5.201052631578947
0,0,39,0,318,5,7,4,2,1,2,25,46.035,0,1.1803846153846154
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,0,41.527567567567566
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0,6.316315789473684
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,0,3.8369736842105264
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0,7.428421052631578
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,0,32.525263157894734
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0,25.552432432432433
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,0,14.67578947368421
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,0,5.050526315789473
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0,7.066315789473684
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,0,3.254736842105263
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,0,21.857894736842105
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,0,54.12842105263158
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0,37.29770270270271
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0,27.22810810810811
0,0,37,0,875,14,0,11,2,1,2,25,40.005,0,1.0812162162162162
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0,2.1305263157894734
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1,0.0
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0,55.98851351351351
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,0,8.59391891891892
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,0,21.39689189189189
23,0,33,0,955,47,16,17,2,1,2,25,117.09,1,3.5481818181818183
21,1,36,8,10435,93,1,42,5,1,1,55,159.42,0,4.428333333333333
13,0,36,1,5818,98,26,24,2,1,1,25,383.22,1,10.645000000000001
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,0,3.367058823529412
9,1,35,0,2990,41,9,16,3,1,2,30,157.24,1,4.492571428571429
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1,6.346666666666667
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1,0.15000000000000002
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0,1.8811111111111112
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,0,3.7645454545454546
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1,1.0659722222222223
0,0,36,1,338,4,4,2,5,1,1,55,11.13,0,0.3091666666666667
25,0,31,3,16075,238,0,80,2,1,1,25,734.085,0,23.68016129032258
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0,45.239558823529414
2,0,36,0,3718,82,2,28,2,1,1,25,180.0,0,5.0
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0,6.296
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0,25.41625
4,1,27,1,1315,36,193,11,2,2,1,25,929.295,1,34.41833333333333
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,0,4.429807692307692
11,0,27,0,700,25,10,7,2,1,2,25,77.625,0,2.875
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0,2.8221153846153846
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0,5.6826
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,0,6.5376
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0,11.3025
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,0,39.79323529411765
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0,27.33833333333333
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,0,14.9925
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0,115.24444444444445
3,0,9,1,1487,19,0,7,3,1,1,30,60.24,1,6.693333333333333
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0,5.201052631578947
0,0,39,0,318,5,7,4,2,1,2,25,46.035,0,1.1803846153846154
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,0,41.527567567567566
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0,6.316315789473684
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,0,3.8369736842105264
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0,7.428421052631578
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,0,32.525263157894734
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0,25.552432432432433
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,0,14.67578947368421
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,0,5.050526315789473
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0,7.066315789473684
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,0,3.254736842105263
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,0,21.857894736842105
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,0,54.12842105263158
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0,37.29770270270271
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0,27.22810810810811
0,0,37,0,875,14,0,11,2,1,2,25,40.005,0,1.0812162162162162
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0,2.1305263157894734
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1,0.0
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0,55.98851351351351
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,0,8.59391891891892
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,0,21.39689189189189
23,1,33,0,955,47,16,17,2,1,2,25,117.09,1,3.5481818181818183
21,0,36,8,10435,93,1,42,5,1,1,55,159.42,0,4.428333333333333
13,1,36,1,5818,98,26,24,2,1,1,25,383.22,1,10.645000000000001
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,0,3.367058823529412
9,0,35,0,2990,41,9,16,3,1,2,30,157.24,1,4.492571428571429
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1,6.346666666666667
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1,0.15000000000000002
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0,1.8811111111111112
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,0,3.7645454545454546
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1,1.0659722222222223
0,0,36,1,338,4,4,2,5,1,1,55,11.13,0,0.3091666666666667
25,1,31,3,16075,238,0,80,2,1,1,25,734.085,0,23.68016129032258
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0,45.239558823529414
2,0,36,0,3718,82,2,28,2,1,1,25,180.0,0,5.0
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0,6.296
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0,25.41625
4,0,27,1,1315,36,193,11,2,2,1,25,929.295,0,34.41833333333333
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,0,4.429807692307692
11,0,27,0,700,25,10,7,2,1,2,25,77.625,0,2.875
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0,2.8221153846153846
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0,5.6826
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,0,6.5376
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0,11.3025
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,0,39.79323529411765
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0,27.33833333333333
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,0,14.9925
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0,115.24444444444445
3,1,9,1,1487,19,0,7,3,1,1,30,60.24,1,6.693333333333333
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0,5.1625
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0,0.0
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0,48.08828571428571
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,0,6.039305555555555
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,0,3.2694444444444444
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0,7.5575
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,0,33.208888888888886
8,0,35,1,8810,115,137,41,3,1,1,30,905.0,0,25.857142857142858
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,0,15.145555555555555
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,0,4.763333333333333
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,0,7.1274999999999995
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0,2.312222222222222
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,0,21.948888888888888
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,0,56.01222222222222
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,0,38.12914285714286
0,0,35,0,6195,80,179,24,3,1,1,30,967.0,0,27.62857142857143
0,0,35,0,570,8,0,9,2,1,2,25,26.01,0,0.7431428571428572
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0,1.26625
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,0,57.888
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,0,13.380571428571429
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0,21.319714285714287
18,0,31,0,650,41,9,15,2,1,2,25,71.595,1,2.309516129032258
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,0,7.5125
8,1,34,0,5513,92,19,22,2,1,1,25,337.725,1,9.933088235294118
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0,3.18875
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,1,3.981818181818182
4,0,34,0,1963,38,27,29,3,1,2,30,188.04,1,5.530588235294117
0,1,34,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0,1.6258823529411766
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,0,5.863709677419355
0,0,34,0,323,1,2,2,4,1,2,45,13.1,1,0.3852941176470588
0,0,34,0,0,0,0,0,5,1,1,55,0.0,0,0.0
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0,24.830689655172414
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,0,46.6453125
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0,4.617794117647058
